zip,state,county
34001,AA,
34002,AA,
34004,AA,
34006,AA,
34007,AA,
34008,AA,
34009,AA,
34010,AA,
34011,AA,
34020,AA,
34021,AA,
34022,AA,
34023,AA,
34024,AA,
34025,AA,
34030,AA,
34031,AA,
34032,AA,
34033,AA,
34034,AA,
34035,AA,
34036,AA,
34037,AA,
34038,AA,
34039,AA,
34041,AA,
34042,AA,
34043,AA,
34050,AA,
34055,AA,
34058,AA,
34060,AA,
34071,AA,
34076,AA,
34078,AA,
34079,AA,
34090,AA,
34091,AA,
34092,AA,
34093,AA,
34095,AA,
34098,AA,
34099,AA,
9001,AE,
9002,AE,
9003,AE,
9004,AE,
9005,AE,
9006,AE,
9007,AE,
9008,AE,
9009,AE,
9010,AE,
9011,AE,
9012,AE,
9013,AE,
9014,AE,
9020,AE,
9021,AE,
9028,AE,
9031,AE,
9033,AE,
9034,AE,
9036,AE,
9038,AE,
9042,AE,
9045,AE,
9046,AE,
9049,AE,
9051,AE,
9053,AE,
9054,AE,
9055,AE,
9056,AE,
9058,AE,
9059,AE,
9060,AE,
9063,AE,
9067,AE,
9068,AE,
9069,AE,
9074,AE,
9075,AE,
9076,AE,
9079,AE,
9080,AE,
9081,AE,
9086,AE,
9088,AE,
9089,AE,
9090,AE,
9092,AE,
9094,AE,
9095,AE,
9096,AE,
9099,AE,
9100,AE,
9102,AE,
9103,AE,
9104,AE,
9107,AE,
9110,AE,
9112,AE,
9114,AE,
9123,AE,
9126,AE,
9128,AE,
9131,AE,
9136,AE,
9137,AE,
9138,AE,
9139,AE,
9140,AE,
9142,AE,
9143,AE,
9154,AE,
9165,AE,
9166,AE,
9169,AE,
9172,AE,
9173,AE,
9175,AE,
9177,AE,
9180,AE,
9182,AE,
9183,AE,
9185,AE,
9186,AE,
9201,AE,
9211,AE,
9212,AE,
9213,AE,
9214,AE,
9225,AE,
9226,AE,
9227,AE,
9229,AE,
9237,AE,
9244,AE,
9245,AE,
9250,AE,
9252,AE,
9261,AE,
9262,AE,
9263,AE,
9264,AE,
9265,AE,
9266,AE,
9267,AE,
9300,AE,
9301,AE,
9302,AE,
9303,AE,
9304,AE,
9305,AE,
9306,AE,
9307,AE,
9308,AE,
9309,AE,
9310,AE,
9311,AE,
9312,AE,
9313,AE,
9314,AE,
9315,AE,
9316,AE,
9317,AE,
9318,AE,
9319,AE,
9320,AE,
9321,AE,
9322,AE,
9323,AE,
9324,AE,
9327,AE,
9328,AE,
9330,AE,
9331,AE,
9332,AE,
9333,AE,
9334,AE,
9336,AE,
9337,AE,
9338,AE,
9339,AE,
9340,AE,
9342,AE,
9343,AE,
9344,AE,
9346,AE,
9347,AE,
9348,AE,
9350,AE,
9351,AE,
9352,AE,
9353,AE,
9354,AE,
9355,AE,
9356,AE,
9357,AE,
9358,AE,
9359,AE,
9360,AE,
9361,AE,
9362,AE,
9363,AE,
9364,AE,
9365,AE,
9366,AE,
9367,AE,
9368,AE,
9369,AE,
9370,AE,
9371,AE,
9372,AE,
9373,AE,
9374,AE,
9375,AE,
9376,AE,
9377,AE,
9378,AE,
9379,AE,
9380,AE,
9381,AE,
9382,AE,
9383,AE,
9384,AE,
9386,AE,
9387,AE,
9388,AE,
9389,AE,
9390,AE,
9391,AE,
9393,AE,
9394,AE,
9396,AE,
9397,AE,
9399,AE,
9402,AE,
9403,AE,
9409,AE,
9420,AE,
9421,AE,
9447,AE,
9454,AE,
9456,AE,
9459,AE,
9461,AE,
9463,AE,
9464,AE,
9468,AE,
9469,AE,
9470,AE,
9494,AE,
9496,AE,
9498,AE,
9499,AE,
9501,AE,
9502,AE,
9503,AE,
9504,AE,
9505,AE,
9506,AE,
9507,AE,
9508,AE,
9509,AE,
9510,AE,
9511,AE,
9513,AE,
9517,AE,
9524,AE,
9532,AE,
9534,AE,
9543,AE,
9545,AE,
9549,AE,
9550,AE,
9554,AE,
9556,AE,
9557,AE,
9564,AE,
9565,AE,
9566,AE,
9567,AE,
9568,AE,
9569,AE,
9570,AE,
9573,AE,
9574,AE,
9575,AE,
9576,AE,
9577,AE,
9578,AE,
9579,AE,
9581,AE,
9582,AE,
9586,AE,
9587,AE,
9588,AE,
9589,AE,
9590,AE,
9591,AE,
9593,AE,
9594,AE,
9596,AE,
9599,AE,
9601,AE,
9602,AE,
9603,AE,
9604,AE,
9605,AE,
9606,AE,
9607,AE,
9608,AE,
9609,AE,
9610,AE,
9611,AE,
9612,AE,
9613,AE,
9617,AE,
9618,AE,
9619,AE,
9620,AE,
9621,AE,
9622,AE,
9623,AE,
9624,AE,
9625,AE,
9626,AE,
9627,AE,
9630,AE,
9631,AE,
9633,AE,
9636,AE,
9642,AE,
9643,AE,
9644,AE,
9645,AE,
9647,AE,
9648,AE,
9649,AE,
9701,AE,
9702,AE,
9703,AE,
9704,AE,
9705,AE,
9706,AE,
9707,AE,
9708,AE,
9709,AE,
9710,AE,
9711,AE,
9713,AE,
9714,AE,
9715,AE,
9716,AE,
9717,AE,
9718,AE,
9719,AE,
9720,AE,
9721,AE,
9722,AE,
9723,AE,
9724,AE,
9726,AE,
9727,AE,
9728,AE,
9729,AE,
9730,AE,
9731,AE,
9732,AE,
9733,AE,
9734,AE,
9735,AE,
9736,AE,
9737,AE,
9738,AE,
9739,AE,
9740,AE,
9741,AE,
9742,AE,
9743,AE,
9744,AE,
9745,AE,
9746,AE,
9747,AE,
9748,AE,
9749,AE,
9750,AE,
9751,AE,
9752,AE,
9753,AE,
9754,AE,
9755,AE,
9756,AE,
9757,AE,
9758,AE,
9759,AE,
9762,AE,
9769,AE,
9771,AE,
9777,AE,
9780,AE,
9789,AE,
9790,AE,
9798,AE,
9801,AE,
9802,AE,
9803,AE,
9804,AE,
9805,AE,
9806,AE,
9807,AE,
9808,AE,
9809,AE,
9810,AE,
9811,AE,
9812,AE,
9813,AE,
9814,AE,
9815,AE,
9816,AE,
9817,AE,
9818,AE,
9819,AE,
9820,AE,
9821,AE,
9822,AE,
9823,AE,
9824,AE,
9825,AE,
9826,AE,
9827,AE,
9828,AE,
9829,AE,
9830,AE,
9831,AE,
9832,AE,
9833,AE,
9834,AE,
9835,AE,
9836,AE,
9837,AE,
9838,AE,
9839,AE,
9840,AE,
9841,AE,
9842,AE,
9843,AE,
9844,AE,
9845,AE,
9846,AE,
9848,AE,
9852,AE,
9853,AE,
9855,AE,
9858,AE,
9859,AE,
9862,AE,
9865,AE,
9868,AE,
9870,AE,
9871,AE,
9872,AE,
9873,AE,
9874,AE,
9875,AE,
9876,AE,
9880,AE,
9888,AE,
9890,AE,
9892,AE,
9898,AE,
99553,AK,Aleutians East Borough
99571,AK,Aleutians East Borough
99583,AK,Aleutians East Borough
99612,AK,Aleutians East Borough
99661,AK,Aleutians East Borough
99546,AK,Aleutians West Census Area
99547,AK,Aleutians West Census Area
99591,AK,Aleutians West Census Area
99638,AK,Aleutians West Census Area
99660,AK,Aleutians West Census Area
99685,AK,Aleutians West Census Area
99692,AK,Aleutians West Census Area
99501,AK,Anchorage Borough
99502,AK,Anchorage Borough
99503,AK,Anchorage Borough
99504,AK,Anchorage Borough
99505,AK,Anchorage Borough
99506,AK,Anchorage Borough
99507,AK,Anchorage Borough
99508,AK,Anchorage Borough
99515,AK,Anchorage Borough
99516,AK,Anchorage Borough
99517,AK,Anchorage Borough
99518,AK,Anchorage Borough
99540,AK,Anchorage Borough
99567,AK,Anchorage Borough
99577,AK,Anchorage Borough
99587,AK,Anchorage Borough
99545,AK,Bethel Census Area
99551,AK,Bethel Census Area
99552,AK,Bethel Census Area
99557,AK,Bethel Census Area
99559,AK,Bethel Census Area
99561,AK,Bethel Census Area
99575,AK,Bethel Census Area
99578,AK,Bethel Census Area
99589,AK,Bethel Census Area
99607,AK,Bethel Census Area
99609,AK,Bethel Census Area
99614,AK,Bethel Census Area
99621,AK,Bethel Census Area
99622,AK,Bethel Census Area
99626,AK,Bethel Census Area
99630,AK,Bethel Census Area
99634,AK,Bethel Census Area
99637,AK,Bethel Census Area
99641,AK,Bethel Census Area
99651,AK,Bethel Census Area
99655,AK,Bethel Census Area
99656,AK,Bethel Census Area
99668,AK,Bethel Census Area
99679,AK,Bethel Census Area
99680,AK,Bethel Census Area
99681,AK,Bethel Census Area
99690,AK,Bethel Census Area
99613,AK,Bristol Bay Borough
99633,AK,Bristol Bay Borough
99670,AK,Bristol Bay Borough
99802,AK,City and Borough of Juneau
99803,AK,City and Borough of Juneau
99811,AK,City and Borough of Juneau
99812,AK,City and Borough of Juneau
99821,AK,City and Borough of Juneau
99850,AK,City and Borough of Juneau
99729,AK,Denali Borough
99743,AK,Denali Borough
99744,AK,Denali Borough
99755,AK,Denali Borough
99555,AK,Dillingham Census Area
99569,AK,Dillingham Census Area
99576,AK,Dillingham Census Area
99580,AK,Dillingham Census Area
99628,AK,Dillingham Census Area
99636,AK,Dillingham Census Area
99678,AK,Dillingham Census Area
99701,AK,Fairbanks North Star Borough
99702,AK,Fairbanks North Star Borough
99703,AK,Fairbanks North Star Borough
99705,AK,Fairbanks North Star Borough
99706,AK,Fairbanks North Star Borough
99707,AK,Fairbanks North Star Borough
99708,AK,Fairbanks North Star Borough
99709,AK,Fairbanks North Star Borough
99710,AK,Fairbanks North Star Borough
99711,AK,Fairbanks North Star Borough
99712,AK,Fairbanks North Star Borough
99714,AK,Fairbanks North Star Borough
99716,AK,Fairbanks North Star Borough
99725,AK,Fairbanks North Star Borough
99775,AK,Fairbanks North Star Borough
99790,AK,Fairbanks North Star Borough
99827,AK,Haines Borough
99820,AK,Hoonah-Angoon Borough
99825,AK,Hoonah-Angoon Borough
99826,AK,Hoonah-Angoon Borough
99829,AK,Hoonah-Angoon Borough
99832,AK,Hoonah-Angoon Borough
99841,AK,Hoonah-Angoon Borough
99801,AK,Juneau Borough
99824,AK,Juneau Borough
99556,AK,Kenai Peninsula Borough
99568,AK,Kenai Peninsula Borough
99572,AK,Kenai Peninsula Borough
99603,AK,Kenai Peninsula Borough
99605,AK,Kenai Peninsula Borough
99610,AK,Kenai Peninsula Borough
99611,AK,Kenai Peninsula Borough
99631,AK,Kenai Peninsula Borough
99635,AK,Kenai Peninsula Borough
99639,AK,Kenai Peninsula Borough
99663,AK,Kenai Peninsula Borough
99664,AK,Kenai Peninsula Borough
99669,AK,Kenai Peninsula Borough
99672,AK,Kenai Peninsula Borough
99682,AK,Kenai Peninsula Borough
99901,AK,Ketchikan Gateway Borough
99928,AK,Ketchikan Gateway Borough
99550,AK,Kodiak Island Borough
99608,AK,Kodiak Island Borough
99615,AK,Kodiak Island Borough
99619,AK,Kodiak Island Borough
99624,AK,Kodiak Island Borough
99643,AK,Kodiak Island Borough
99644,AK,Kodiak Island Borough
99697,AK,Kodiak Island Borough
99548,AK,Lake and Peninsula Borough
99549,AK,Lake and Peninsula Borough
99564,AK,Lake and Peninsula Borough
99565,AK,Lake and Peninsula Borough
99579,AK,Lake and Peninsula Borough
99606,AK,Lake and Peninsula Borough
99625,AK,Lake and Peninsula Borough
99640,AK,Lake and Peninsula Borough
99647,AK,Lake and Peninsula Borough
99648,AK,Lake and Peninsula Borough
99649,AK,Lake and Peninsula Borough
99653,AK,Lake and Peninsula Borough
99629,AK,Matanuska-Susitna Borough
99645,AK,Matanuska-Susitna Borough
99652,AK,Matanuska-Susitna Borough
99654,AK,Matanuska-Susitna Borough
99667,AK,Matanuska-Susitna Borough
99674,AK,Matanuska-Susitna Borough
99676,AK,Matanuska-Susitna Borough
99683,AK,Matanuska-Susitna Borough
99687,AK,Matanuska-Susitna Borough
99688,AK,Matanuska-Susitna Borough
99694,AK,Matanuska-Susitna Borough
99509,AK,Municipality of Anchorage
99510,AK,Municipality of Anchorage
99511,AK,Municipality of Anchorage
99513,AK,Municipality of Anchorage
99514,AK,Municipality of Anchorage
99519,AK,Municipality of Anchorage
99520,AK,Municipality of Anchorage
99521,AK,Municipality of Anchorage
99522,AK,Municipality of Anchorage
99523,AK,Municipality of Anchorage
99524,AK,Municipality of Anchorage
99529,AK,Municipality of Anchorage
99530,AK,Municipality of Anchorage
99599,AK,Municipality of Anchorage
99695,AK,Municipality of Anchorage
99659,AK,Nome Census Area
99671,AK,Nome Census Area
99684,AK,Nome Census Area
99739,AK,Nome Census Area
99742,AK,Nome Census Area
99753,AK,Nome Census Area
99762,AK,Nome Census Area
99769,AK,Nome Census Area
99771,AK,Nome Census Area
99772,AK,Nome Census Area
99778,AK,Nome Census Area
99783,AK,Nome Census Area
99784,AK,Nome Census Area
99785,AK,Nome Census Area
99721,AK,North Slope Borough
99723,AK,North Slope Borough
99734,AK,North Slope Borough
99747,AK,North Slope Borough
99759,AK,North Slope Borough
99766,AK,North Slope Borough
99782,AK,North Slope Borough
99789,AK,North Slope Borough
99791,AK,North Slope Borough
99727,AK,Northwest Arctic Borough
99736,AK,Northwest Arctic Borough
99749,AK,Northwest Arctic Borough
99750,AK,Northwest Arctic Borough
99751,AK,Northwest Arctic Borough
99752,AK,Northwest Arctic Borough
99761,AK,Northwest Arctic Borough
99763,AK,Northwest Arctic Borough
99770,AK,Northwest Arctic Borough
99773,AK,Northwest Arctic Borough
99786,AK,Northwest Arctic Borough
99830,AK,Petersburg Borough
99833,AK,Petersburg Borough
99836,AK,Petersburg Borough
99903,AK,Prince of Wales-Outer Ketchikan Borough
99918,AK,Prince of Wales-Outer Ketchikan Borough
99919,AK,Prince of Wales-Outer Ketchikan Borough
99921,AK,Prince of Wales-Outer Ketchikan Borough
99922,AK,Prince of Wales-Outer Ketchikan Borough
99923,AK,Prince of Wales-Outer Ketchikan Borough
99925,AK,Prince of Wales-Outer Ketchikan Borough
99926,AK,Prince of Wales-Outer Ketchikan Borough
99927,AK,Prince of Wales-Outer Ketchikan Borough
99950,AK,Prince of Wales-Outer Ketchikan Borough
99950,AK,Prince of Wales-Outer Ketchikan Borough
99835,AK,Sitka Borough
99840,AK,Skagway Borough
99731,AK,Southeast Fairbanks Census Area
99732,AK,Southeast Fairbanks Census Area
99737,AK,Southeast Fairbanks Census Area
99738,AK,Southeast Fairbanks Census Area
99764,AK,Southeast Fairbanks Census Area
99776,AK,Southeast Fairbanks Census Area
99779,AK,Southeast Fairbanks Census Area
99780,AK,Southeast Fairbanks Census Area
99566,AK,Valdez-Cordova Census Area
99573,AK,Valdez-Cordova Census Area
99574,AK,Valdez-Cordova Census Area
99586,AK,Valdez-Cordova Census Area
99588,AK,Valdez-Cordova Census Area
99677,AK,Valdez-Cordova Census Area
99686,AK,Valdez-Cordova Census Area
99693,AK,Valdez-Cordova Census Area
99554,AK,Wade Hampton Census Area
99563,AK,Wade Hampton Census Area
99581,AK,Wade Hampton Census Area
99585,AK,Wade Hampton Census Area
99604,AK,Wade Hampton Census Area
99620,AK,Wade Hampton Census Area
99632,AK,Wade Hampton Census Area
99650,AK,Wade Hampton Census Area
99657,AK,Wade Hampton Census Area
99658,AK,Wade Hampton Census Area
99662,AK,Wade Hampton Census Area
99666,AK,Wade Hampton Census Area
99929,AK,Wrangell Borough
99689,AK,Yakutat Borough
99558,AK,Yukon-Koyukuk Census Area
99590,AK,Yukon-Koyukuk Census Area
99602,AK,Yukon-Koyukuk Census Area
99627,AK,Yukon-Koyukuk Census Area
99665,AK,Yukon-Koyukuk Census Area
99675,AK,Yukon-Koyukuk Census Area
99691,AK,Yukon-Koyukuk Census Area
99704,AK,Yukon-Koyukuk Census Area
99720,AK,Yukon-Koyukuk Census Area
99722,AK,Yukon-Koyukuk Census Area
99724,AK,Yukon-Koyukuk Census Area
99726,AK,Yukon-Koyukuk Census Area
99730,AK,Yukon-Koyukuk Census Area
99733,AK,Yukon-Koyukuk Census Area
99740,AK,Yukon-Koyukuk Census Area
99741,AK,Yukon-Koyukuk Census Area
99745,AK,Yukon-Koyukuk Census Area
99746,AK,Yukon-Koyukuk Census Area
99748,AK,Yukon-Koyukuk Census Area
99754,AK,Yukon-Koyukuk Census Area
99756,AK,Yukon-Koyukuk Census Area
99757,AK,Yukon-Koyukuk Census Area
99758,AK,Yukon-Koyukuk Census Area
99760,AK,Yukon-Koyukuk Census Area
99765,AK,Yukon-Koyukuk Census Area
99767,AK,Yukon-Koyukuk Census Area
99768,AK,Yukon-Koyukuk Census Area
99774,AK,Yukon-Koyukuk Census Area
99777,AK,Yukon-Koyukuk Census Area
99781,AK,Yukon-Koyukuk Census Area
99788,AK,Yukon-Koyukuk Census Area
99623,AK,
36003,AL,Autauga
36006,AL,Autauga
36008,AL,Autauga
36051,AL,Autauga
36066,AL,Autauga
36067,AL,Autauga
36068,AL,Autauga
36749,AL,Autauga
36507,AL,Baldwin
36511,AL,Baldwin
36526,AL,Baldwin
36527,AL,Baldwin
36530,AL,Baldwin
36532,AL,Baldwin
36533,AL,Baldwin
36535,AL,Baldwin
36536,AL,Baldwin
36542,AL,Baldwin
36547,AL,Baldwin
36549,AL,Baldwin
36550,AL,Baldwin
36551,AL,Baldwin
36555,AL,Baldwin
36559,AL,Baldwin
36561,AL,Baldwin
36562,AL,Baldwin
36564,AL,Baldwin
36567,AL,Baldwin
36574,AL,Baldwin
36576,AL,Baldwin
36577,AL,Baldwin
36578,AL,Baldwin
36579,AL,Baldwin
36580,AL,Baldwin
36016,AL,Barbour
36017,AL,Barbour
36027,AL,Barbour
36048,AL,Barbour
36072,AL,Barbour
35034,AL,Bibb
35035,AL,Bibb
35042,AL,Bibb
35074,AL,Bibb
35184,AL,Bibb
35188,AL,Bibb
36792,AL,Bibb
36793,AL,Bibb
35013,AL,Blount
35031,AL,Blount
35049,AL,Blount
35079,AL,Blount
35097,AL,Blount
35121,AL,Blount
35133,AL,Blount
35172,AL,Blount
36029,AL,Bullock
36053,AL,Bullock
36061,AL,Bullock
36089,AL,Bullock
36015,AL,Butler
36030,AL,Butler
36033,AL,Butler
36037,AL,Butler
36456,AL,Butler
36201,AL,Calhoun
36202,AL,Calhoun
36203,AL,Calhoun
36204,AL,Calhoun
36205,AL,Calhoun
36206,AL,Calhoun
36207,AL,Calhoun
36210,AL,Calhoun
36250,AL,Calhoun
36253,AL,Calhoun
36254,AL,Calhoun
36257,AL,Calhoun
36260,AL,Calhoun
36265,AL,Calhoun
36271,AL,Calhoun
36272,AL,Calhoun
36277,AL,Calhoun
36279,AL,Calhoun
36852,AL,Chambers
36854,AL,Chambers
36855,AL,Chambers
36862,AL,Chambers
36863,AL,Chambers
36872,AL,Chambers
35959,AL,Cherokee
35960,AL,Cherokee
35973,AL,Cherokee
35983,AL,Cherokee
36275,AL,Cherokee
35045,AL,Chilton
35046,AL,Chilton
35085,AL,Chilton
35171,AL,Chilton
35187,AL,Chilton
36091,AL,Chilton
36750,AL,Chilton
36790,AL,Chilton
36904,AL,Choctaw
36908,AL,Choctaw
36910,AL,Choctaw
36912,AL,Choctaw
36913,AL,Choctaw
36915,AL,Choctaw
36916,AL,Choctaw
36919,AL,Choctaw
36921,AL,Choctaw
36436,AL,Clarke
36446,AL,Clarke
36451,AL,Clarke
36482,AL,Clarke
36501,AL,Clarke
36515,AL,Clarke
36524,AL,Clarke
36540,AL,Clarke
36545,AL,Clarke
36727,AL,Clarke
36762,AL,Clarke
36784,AL,Clarke
35082,AL,Clay
36251,AL,Clay
36255,AL,Clay
36258,AL,Clay
36266,AL,Clay
36267,AL,Clay
36261,AL,Cleburne
36262,AL,Cleburne
36264,AL,Cleburne
36269,AL,Cleburne
36273,AL,Cleburne
36034,AL,Coffee
36323,AL,Coffee
36330,AL,Coffee
36331,AL,Coffee
36346,AL,Coffee
36351,AL,Coffee
36453,AL,Coffee
35616,AL,Colbert
35646,AL,Colbert
35660,AL,Colbert
35661,AL,Colbert
35662,AL,Colbert
35674,AL,Colbert
36401,AL,Conecuh
36429,AL,Conecuh
36432,AL,Conecuh
36454,AL,Conecuh
36473,AL,Conecuh
36475,AL,Conecuh
35072,AL,Coosa
35089,AL,Coosa
35136,AL,Coosa
35183,AL,Coosa
36026,AL,Coosa
36038,AL,Covington
36420,AL,Covington
36421,AL,Covington
36442,AL,Covington
36455,AL,Covington
36467,AL,Covington
36474,AL,Covington
36476,AL,Covington
36483,AL,Covington
36009,AL,Crenshaw
36028,AL,Crenshaw
36041,AL,Crenshaw
36042,AL,Crenshaw
36046,AL,Crenshaw
36049,AL,Crenshaw
36062,AL,Crenshaw
36071,AL,Crenshaw
35019,AL,Cullman
35033,AL,Cullman
35053,AL,Cullman
35055,AL,Cullman
35056,AL,Cullman
35057,AL,Cullman
35058,AL,Cullman
35070,AL,Cullman
35077,AL,Cullman
35083,AL,Cullman
35087,AL,Cullman
35098,AL,Cullman
35179,AL,Cullman
36311,AL,Dale
36322,AL,Dale
36350,AL,Dale
36352,AL,Dale
36360,AL,Dale
36361,AL,Dale
36362,AL,Dale
36371,AL,Dale
36374,AL,Dale
36701,AL,Dallas
36702,AL,Dallas
36703,AL,Dallas
36758,AL,Dallas
36759,AL,Dallas
36761,AL,Dallas
36767,AL,Dallas
36773,AL,Dallas
36775,AL,Dallas
35961,AL,Dekalb
35962,AL,Dekalb
35963,AL,Dekalb
35967,AL,Dekalb
35968,AL,Dekalb
35971,AL,Dekalb
35974,AL,Dekalb
35975,AL,Dekalb
35978,AL,Dekalb
35981,AL,Dekalb
35984,AL,Dekalb
35986,AL,Dekalb
35988,AL,Dekalb
35989,AL,Dekalb
36020,AL,Elmore
36022,AL,Elmore
36024,AL,Elmore
36025,AL,Elmore
36045,AL,Elmore
36054,AL,Elmore
36078,AL,Elmore
36080,AL,Elmore
36092,AL,Elmore
36093,AL,Elmore
36426,AL,Escambia
36427,AL,Escambia
36441,AL,Escambia
36502,AL,Escambia
36503,AL,Escambia
36504,AL,Escambia
36543,AL,Escambia
35901,AL,Etowah
35902,AL,Etowah
35903,AL,Etowah
35904,AL,Etowah
35905,AL,Etowah
35906,AL,Etowah
35907,AL,Etowah
35952,AL,Etowah
35954,AL,Etowah
35956,AL,Etowah
35972,AL,Etowah
35990,AL,Etowah
35542,AL,Fayette
35545,AL,Fayette
35546,AL,Fayette
35554,AL,Fayette
35555,AL,Fayette
35559,AL,Fayette
35571,AL,Franklin
35581,AL,Franklin
35582,AL,Franklin
35585,AL,Franklin
35593,AL,Franklin
35653,AL,Franklin
35654,AL,Franklin
36313,AL,Geneva
36314,AL,Geneva
36316,AL,Geneva
36318,AL,Geneva
36340,AL,Geneva
36344,AL,Geneva
36349,AL,Geneva
36375,AL,Geneva
36477,AL,Geneva
35443,AL,Greene
35448,AL,Greene
35462,AL,Greene
35469,AL,Greene
35491,AL,Greene
36740,AL,Greene
35441,AL,Hale
35474,AL,Hale
36744,AL,Hale
36765,AL,Hale
36776,AL,Hale
36310,AL,Henry
36317,AL,Henry
36319,AL,Henry
36345,AL,Henry
36353,AL,Henry
36373,AL,Henry
36301,AL,Houston
36302,AL,Houston
36303,AL,Houston
36304,AL,Houston
36305,AL,Houston
36312,AL,Houston
36320,AL,Houston
36321,AL,Houston
36343,AL,Houston
36370,AL,Houston
36376,AL,Houston
35740,AL,Jackson
35744,AL,Jackson
35745,AL,Jackson
35746,AL,Jackson
35751,AL,Jackson
35752,AL,Jackson
35764,AL,Jackson
35765,AL,Jackson
35766,AL,Jackson
35768,AL,Jackson
35769,AL,Jackson
35771,AL,Jackson
35772,AL,Jackson
35774,AL,Jackson
35776,AL,Jackson
35958,AL,Jackson
35966,AL,Jackson
35979,AL,Jackson
35005,AL,Jefferson
35006,AL,Jefferson
35015,AL,Jefferson
35020,AL,Jefferson
35021,AL,Jefferson
35022,AL,Jefferson
35023,AL,Jefferson
35036,AL,Jefferson
35041,AL,Jefferson
35048,AL,Jefferson
35060,AL,Jefferson
35061,AL,Jefferson
35062,AL,Jefferson
35064,AL,Jefferson
35068,AL,Jefferson
35071,AL,Jefferson
35073,AL,Jefferson
35091,AL,Jefferson
35094,AL,Jefferson
35116,AL,Jefferson
35117,AL,Jefferson
35118,AL,Jefferson
35119,AL,Jefferson
35123,AL,Jefferson
35126,AL,Jefferson
35127,AL,Jefferson
35139,AL,Jefferson
35142,AL,Jefferson
35173,AL,Jefferson
35180,AL,Jefferson
35181,AL,Jefferson
35201,AL,Jefferson
35202,AL,Jefferson
35203,AL,Jefferson
35204,AL,Jefferson
35205,AL,Jefferson
35206,AL,Jefferson
35207,AL,Jefferson
35208,AL,Jefferson
35209,AL,Jefferson
35210,AL,Jefferson
35211,AL,Jefferson
35212,AL,Jefferson
35213,AL,Jefferson
35214,AL,Jefferson
35215,AL,Jefferson
35216,AL,Jefferson
35217,AL,Jefferson
35218,AL,Jefferson
35219,AL,Jefferson
35220,AL,Jefferson
35221,AL,Jefferson
35222,AL,Jefferson
35223,AL,Jefferson
35224,AL,Jefferson
35225,AL,Jefferson
35226,AL,Jefferson
35228,AL,Jefferson
35229,AL,Jefferson
35230,AL,Jefferson
35231,AL,Jefferson
35232,AL,Jefferson
35233,AL,Jefferson
35234,AL,Jefferson
35235,AL,Jefferson
35236,AL,Jefferson
35237,AL,Jefferson
35238,AL,Jefferson
35240,AL,Jefferson
35243,AL,Jefferson
35244,AL,Jefferson
35245,AL,Jefferson
35246,AL,Jefferson
35249,AL,Jefferson
35253,AL,Jefferson
35254,AL,Jefferson
35255,AL,Jefferson
35259,AL,Jefferson
35260,AL,Jefferson
35261,AL,Jefferson
35263,AL,Jefferson
35266,AL,Jefferson
35277,AL,Jefferson
35278,AL,Jefferson
35279,AL,Jefferson
35280,AL,Jefferson
35281,AL,Jefferson
35282,AL,Jefferson
35283,AL,Jefferson
35285,AL,Jefferson
35286,AL,Jefferson
35287,AL,Jefferson
35288,AL,Jefferson
35289,AL,Jefferson
35290,AL,Jefferson
35291,AL,Jefferson
35292,AL,Jefferson
35293,AL,Jefferson
35294,AL,Jefferson
35295,AL,Jefferson
35296,AL,Jefferson
35297,AL,Jefferson
35298,AL,Jefferson
35299,AL,Jefferson
35544,AL,Lamar
35552,AL,Lamar
35574,AL,Lamar
35576,AL,Lamar
35586,AL,Lamar
35592,AL,Lamar
35610,AL,Lauderdale
35617,AL,Lauderdale
35630,AL,Lauderdale
35631,AL,Lauderdale
35632,AL,Lauderdale
35633,AL,Lauderdale
35634,AL,Lauderdale
35645,AL,Lauderdale
35648,AL,Lauderdale
35652,AL,Lauderdale
35677,AL,Lauderdale
35618,AL,Lawrence
35619,AL,Lawrence
35643,AL,Lawrence
35650,AL,Lawrence
35651,AL,Lawrence
35672,AL,Lawrence
35673,AL,Lawrence
36801,AL,Lee
36802,AL,Lee
36803,AL,Lee
36804,AL,Lee
36830,AL,Lee
36831,AL,Lee
36832,AL,Lee
36849,AL,Lee
36865,AL,Lee
36870,AL,Lee
36874,AL,Lee
36877,AL,Lee
36879,AL,Lee
35611,AL,Limestone
35612,AL,Limestone
35613,AL,Limestone
35614,AL,Limestone
35615,AL,Limestone
35620,AL,Limestone
35647,AL,Limestone
35649,AL,Limestone
35671,AL,Limestone
35739,AL,Limestone
35742,AL,Limestone
35756,AL,Limestone
36032,AL,Lowndes
36040,AL,Lowndes
36043,AL,Lowndes
36047,AL,Lowndes
36752,AL,Lowndes
36785,AL,Lowndes
36031,AL,Macon
36039,AL,Macon
36075,AL,Macon
36083,AL,Macon
36087,AL,Macon
36088,AL,Macon
36866,AL,Macon
35741,AL,Madison
35748,AL,Madison
35749,AL,Madison
35750,AL,Madison
35757,AL,Madison
35758,AL,Madison
35759,AL,Madison
35760,AL,Madison
35761,AL,Madison
35762,AL,Madison
35763,AL,Madison
35767,AL,Madison
35773,AL,Madison
35801,AL,Madison
35802,AL,Madison
35803,AL,Madison
35804,AL,Madison
35805,AL,Madison
35806,AL,Madison
35807,AL,Madison
35808,AL,Madison
35809,AL,Madison
35810,AL,Madison
35811,AL,Madison
35812,AL,Madison
35813,AL,Madison
35814,AL,Madison
35815,AL,Madison
